Air Temperature,CO2 Flux
295.787,-7.84749
295.437,-6.1286
295.224,-5.62805
295.299,-5.97826
294.903,-3.17436
294.62,-1.74754
294.291,-1.11354
293.847,0.911744
293.566,1.754
293.34,2.27286
293.27,2.40681
293.171,2.24867
293.34,2.2894
293.645,1.95043
293.096,1.07102
293.102,1.07868
293.178,1.17288
289.155,-4.64981
287.338,1.54581
287.166,2.42844
288.575,-1.07143
287.096,0.972034
288.648,-3.8261
292.468,1.14329
292.652,1.75595
292.771,1.59492
292.531,1.47375
292.398,1.99992
292.411,2.12084
292.468,3.18759
292.565,3.13639
292.671,2.44505
292.897,2.02038
292.99,1.54155
293.055,0.125351
293.898,-2.45109
295.054,-5.63711
295.456,-5.92459
295.548,-5.18801
296.637,-6.12275
297.607,-8.18136
298.168,-9.14431
298.389,-10.6657
297.619,-10.3935
298.163,-10.1069
298.064,-8.99805
298.249,-8.78008
297.986,-8.07586
297.68,-7.22674
297.484,-5.94215
297.641,-7.22967
297.339,-4.22376
297.6,-5.8862
297.374,-3.77461
297.172,-1.68714
296.935,3.63643
296.8,-0.464957
295.782,1.78382
295.832,1.34423
295.547,1.3876
294.682,2.27468
294.433,2.75251
294.479,2.04849
294.738,2.56178
294.708,1.56356
294.603,1.56869
294.58,1.78933
294.604,1.60924
294.477,1.5642
294.544,1.83249
294.411,1.64579
294.224,1.4552
294.081,1.47648
294.092,1.40901
294.243,1.26682
294.287,0.995707
294.033,1.81499
293.858,2.57633
293.858,2.66634
293.946,1.84413
294.004,1.93408
294.438,-0.531064
295.012,-2.28713
295.469,-3.37126
295.713,-4.41199
295.739,-4.69251
295.872,-5.41557
296.372,-5.32662
296.897,-5.99544
297.456,-6.3019
297.561,-5.18351
297.746,-5.01825
298.224,-5.04703
298.643,-4.49468
298.646,-4.50815
298.66,-5.75541
298.816,-4.81411
299.046,-4.96365
299.038,-3.49914
299.697,-2.71071
300.292,-2.4027
300.792,-1.47923
300.913,-1.18405
300.583,0.575516
299.161,1.63876
298.226,2.02048
297.878,2.01014
297.633,2.40116
297.121,1.79842
296.731,2.11388
296.452,2.31323
296.462,2.26869
296.258,1.95133
296.126,1.62139
295.647,1.31216
295.465,1.75189
295.278,1.55585
295.373,1.64337
295.289,2.04747
295.12,1.55909
294.546,0.673556
292.583,17.0968
291.376,5.40568
290.549,2.63189
291.899,-3.09113
293.47,2.86162
292.659,-6.36449
291.328,-5.38448
292.733,2.10273
295.973,-0.562417
297.362,-3.45332
298.529,-4.21686
299.719,-3.76505
300.726,-3.52116
301.623,-2.97791
302.37,-2.35389
303.089,-1.05909
303.828,-1.24531
304.228,-0.301149
305.216,0.115436
304.874,-1.87176
304.635,-1.44297
304.08,-4.81351
304.25,-3.69834
304.561,-1.20722
304.466,-1.64234
304.113,-0.705968
303.569,-0.545696
303.006,-0.13618
302.357,-0.618741
301.243,0.662908
299.405,1.66094
298.272,1.99027
297.684,1.93474
297.3,1.82278
296.998,2.23115
296.487,1.81164
295.965,1.86856
295.522,0.913851
294.629,-4.7213
292.749,5.36406
291.742,6.90772
291.097,-3.87628
289.059,0.376274
288.883,4.21075
288.531,0.382424
288.38,14.185
287.562,2.86983
287.413,1.41335
287.055,1.49518
287.157,1.86874
286.996,6.76809
286.414,-2.24947
286.842,4.39426
289.324,1.35342
293.983,0.201629
294.954,-3.02113
296.197,-3.17843
297.372,-3.05293
298.32,-3.30558
299.703,-2.5606
300.41,-1.47157
301.434,-2.4452
301.862,-2.70867
302.486,-1.96592
302.68,-2.21785
303.249,-2.17286
303.404,-2.81892
303.326,-1.9942
302.918,-2.8384
303.332,-2.64839
302.834,-1.54796
302.589,-1.81436
301.567,-1.87987
302.51,-0.751702
302.409,-0.967638
301.776,0.365041
300.356,1.51978
299.287,2.0835
298.564,2.01834
298.062,1.82333
297.507,1.36489
297.067,1.52565
296.797,1.38716
297.264,2.04836
296.777,1.94036
296.671,1.7223
296.657,1.68603
296.508,1.50443
296.478,1.72849
296.279,1.69883
296.103,1.83497
295.909,1.64196
295.923,0.912073
295.486,0.720501
295.085,1.0813
293.858,1.56739
292.741,6.09649
291.81,1.53487
291.021,5.67657
290.687,-0.572716
289.904,2.36191
291.629,2.66572
295.75,3.39615
297.971,-3.78999
298.731,-5.08621
299.702,-6.95614
300.663,-6.93051
301.39,-6.15515
302.05,-4.14453
302.926,-4.10726
303.968,-4.47889
304.536,-2.88652
305.033,-2.9603
305.362,-2.98572
305.817,-2.94171
305.947,-2.88226
305.851,-2.03815
305.839,-2.00824
305.388,-2.51897
304.729,-1.38279
304.156,-1.36583
303.228,-0.30761
302.173,-0.62016
300.849,0.520302
299.743,1.75845
299.026,1.69702
298.599,2.31493
298.257,2.20327
297.833,1.9815
297.867,2.18985
297.994,2.47845
298.042,2.50547
297.787,1.88042
297.937,2.38713
298.024,2.27996
298.019,2.23166
297.962,1.99446
297.837,1.91314
297.752,2.08718
297.638,1.78809
297.428,2.16371
297.33,1.54402
297.09,1.87679
296.737,1.62757
296.733,1.46465
296.271,3.10074
295.592,3.64653
294.343,7.22945
294.043,4.65999
295.752,2.34724
298.313,-1.60351
299.22,-4.275
300.077,-4.3639
300.712,-5.94338
301.324,-6.40712
301.966,-6.54754
302.379,-5.45462
302.814,-5.45995
302.894,-4.94692
303.178,-4.63715
302.476,-3.21773
302.641,-3.04646
303.732,-4.67849
303.546,-5.15733
302.742,-2.629
302.345,-1.73797
301.974,-1.79469
301.544,-0.786047
300.91,0.247031
300.388,1.19596
299.694,0.427016
299.097,1.24069
298.643,1.89656
298.561,1.55691
299.074,1.53495
299.013,1.37559
298.875,1.79553
298.72,1.69559
298.568,1.76758
298.561,1.76104
298.505,1.60473
298.617,1.9234
298.514,1.64088
298.396,1.70049
298.445,1.79984
298.506,1.71318
298.756,1.77972
298.876,2.08812
299.031,2.20773
299.505,1.82156
299.406,1.72375
298.384,1.29612
299.188,1.56506
299.761,3.32971
299.808,2.77367
299.787,2.98321
299.81,2.18114
300.13,1.39475
300.448,1.22077
300.705,-2.34E-02
301.269,-3.59962
301.949,-7.3687
302.189,-4.81711
301.826,-3.00294
302.162,-3.29199
302.135,16.494
302.234,-5.33004
303.774,-6.99958
303.783,-5.32013
303.629,-3.08434
303.558,-0.863068
302.889,-0.120005
304.044,-3.47969
303.101,0.235051
301.972,2.24296
301.829,1.04629
301.79,0.155411
300.433,-6.6924
299.044,10.6333
300.655,-7.84E-02
299.658,1.4257
299.334,1.56843
299.284,2.05466
299.171,2.20581
299.115,2.81424
299.269,2.24535
299.39,2.20843
299.4,2.32322
299.264,1.87398
299.053,2.08301
298.971,2.25273
299.139,2.01649
299.202,1.97878
299.149,1.92157
299.161,1.92847
299.045,1.68821
299.205,1.80998
299.275,1.81635
298.864,-2.14081
298.772,1.81919
298.535,1.68901
298.358,2.84612
298.191,2.59177
297.929,2.53726
297.883,2.51172
298.708,1.2537
299.512,-0.559479
299.835,-1.22054
301.118,-3.71516
301.675,-3.74295
301.769,-3.44011
302.39,-1.88546
302.69,-2.21533
302.446,-2.49335
303.07,-1.96306
302.823,-2.09828
302.997,-1.93458
303.375,-1.21271
303.405,-0.409924
304.171,-1.37995
303.049,-1.86801
301.927,-1.04466
301.592,0.704878
301.202,1.91883
300.742,-8.18817
300.319,1.37244
299.93,1.64523
307.719,8.09904
306.636,2.45844
303.534,0.912823
300.893,2.18815
299.66,2.09277
303.036,-3.28477
302.975,10.2718
301.195,2.12131
300.875,3.45598
300.852,3.1455
299.925,3.01879
298.385,2.01753
296.599,3.85285
295.928,5.28033
296.056,4.55796
296.084,3.34492
296.135,3.61456
296.393,3.27578
296.778,2.60134
296.838,1.42127
296.779,0.410919
297.454,0.788421
298.586,-0.615301
299.375,-2.82202
299.234,-1.60832
298.897,-0.464174
298.773,-1.19828
298.619,-0.204917
298.198,-1.60035
301.443,-2.9521
298.42,3.38087
298.192,4.75816
300.64,2.79499
299.449,13.4349
300.435,3.85717
297.836,4.74608
296.397,2.89478
296.22,3.02766
296.283,3.28704
296.507,5.11005
296.643,1.51299
296.546,1.79894
296.821,5.39155
296.478,3.2691
296.544,-1.95844
297.802,0.483386
298.38,7.96561
299.993,11.5018
299.592,8.51951
303.118,1.26392
299.455,0.938644
296.896,7.18209
296.736,2.86504
296.89,3.88113
297.22,1.87659
297.762,3.39658
297.337,-2.18202
297.172,-0.842812
297.643,-1.29173
298.338,11.0091
297.035,-2.5068
297.037,-3.92463
296.954,-2.24017
296.788,-9.41E-02
297.017,-2.68708
296.986,1.83121
296.419,1.27432
296.515,1.34377
296.522,2.50765
296.647,2.53779
296.775,2.79047
296.753,2.19892
296.658,3.42187
296.627,3.19345
296.641,3.65408
296.579,3.57399
296.524,3.74623
296.443,3.76131
296.333,3.82488
296.268,3.69955
296.83,0.302925
299.114,-10.0987
299.519,6.70308
302.921,12.4853
299.94,3.1097
295.812,6.21231
295.458,6.26236
295.258,4.54525
295.389,3.73115
301.838,6.37493
296.113,-4.39E-02
295.31,-0.819795
295.244,-0.898135
295.605,-4.12259
296.249,-3.49997
296.804,-5.90595
296.881,-4.7033
296.797,-4.79713
297.011,-7.08372
297.296,-6.28748
297.196,-5.26691
297.176,-5.3849
296.663,-5.79561
296.356,-4.72544
296.404,-3.91006
296.444,-3.35796
296.214,-1.8742
295.968,0.524617
295.786,0.136592
295.678,2.58619
295.717,3.70901
295.814,3.46237
295.696,3.38268
295.501,3.28081
295.096,2.20537
294.533,1.83036
294.678,1.60188
294.823,1.80533
295.008,2.37339
294.735,2.17015
294.301,2.22939
294.123,2.02191
293.877,2.3633
293.731,1.87784
293.737,2.02418
293.629,2.47576
293.724,2.77772
294.073,2.50028
294.261,2.06342
294.016,2.26712
293.539,1.85019
293.081,2.95376
292.979,2.66494
292.962,2.82338
293.208,2.37361
292.506,2.30705
293.352,0.137881
294.542,-1.68322
295.057,-1.84705
295.768,-2.99512
296.394,-4.28389
296.707,-7.98346
297.194,-8.99988
297.425,-6.71576
297.859,-7.76216
298.03,-6.4886
298.444,-5.53169
298.928,-4.63251
299.727,-3.64334
299.411,-3.32884
299.121,-3.19224
298.733,-2.70209
298.953,-3.50855
298.79,-0.545633
298.995,-0.823323
298.973,-0.114948
298.762,-0.422042
298.411,1.27913
297.525,1.17797
296.25,-0.167887
294.918,0.201985
294.347,2.17245
294.438,1.23429
294.534,0.78172
295.542,0.169537
295.811,0.84998
294.977,1.33281
294.769,1.22107
296.052,0.934007
295.598,0.887372
294.607,1.23544
294.662,1.37293
294.918,0.689043
295.883,0.408189
296.461,1.74524
296.543,1.35111
296.256,0.82997
296.267,2.48191
296.208,1.36736
296.606,5.95146
299.955,4.60707
296.059,3.54059
294.873,1.07124
294.986,-0.771033
295.215,-1.86759
295.899,-5.28129
296.287,-6.55703
296.265,-6.52516
296.627,-4.5934
296.802,-5.78504
297.052,-5.44079
296.77,-4.00835
295.964,-0.499569
296.295,-3.93913
297.106,-6.34821
297.031,-6.78251
296.947,-5.01777
296.737,-4.08349
296.189,-2.28066
296.067,-0.712328
295.859,0.224201
295.707,2.2167
295.708,3.24291
295.629,3.15545
295.534,2.89392
295.5,2.95229
295.275,2.55482
294.934,2.3523
294.59,2.04382
294.269,1.5003
294.14,1.23213
294.087,1.57522
294.093,1.33791
293.692,1.46025
293.666,1.89247
293.637,1.92054
293.468,1.97889
293.281,1.91616
293.315,2.06802
293.116,1.89664
293.021,1.77149
293.218,2.06102
293.176,2.39304
293.145,4.21455
293.06,3.4821
292.906,3.55569
293.062,3.30848
293.263,1.91196
293.849,-0.135375
294.193,-1.97748
294.508,-3.99467
295.425,-5.28674
296.174,-7.22212
295.672,-3.48453
296.421,-5.90498
296.192,-9.34075
296.641,-11.3635
297.675,-11.4489
296.925,-13.9905
297.358,-13.5414
297.151,-9.83083
296.972,-9.56098
297.327,-9.96464
297.153,-8.17467
297.088,-5.25777
296.843,-5.51829
296.523,-2.45317
296.359,-0.92196
296.118,1.55152
296.107,1.70063
295.914,1.69072
295.773,1.31867
295.616,1.21296
295.294,1.17812
295.257,1.50136
295.054,1.83874
294.862,1.85075
295.054,2.24648
295.145,1.98933
295.206,1.93105
295.399,1.26633
295.414,1.27539
295.277,1.62712
295.239,1.73513
297.606,-1.46946
293.743,2.65851
293.604,3.04429
293.353,2.94351
293.378,4.23181
293.345,4.2288
293.282,4.23433
293.063,3.52895
293.137,1.35308
293.965,-0.455559
294.403,-2.64644
294.486,-4.97206
294.706,-5.74341
295.199,-7.78359
295.509,-8.06308
295.371,-7.35374
295.377,-8.69906
295.983,-10.9905
296.069,-9.10612
296.275,-9.16512
296.246,-8.36182
295.92,-7.5087
296.243,-9.6566
296.038,-9.4093
295.733,-6.44131
295.799,-5.90556
295.693,-5.60301
295.245,-2.99612
295.169,-2.06991
294.41,-0.191048
293.206,0.750708
293.154,1.61437
293.057,1.56045
292.305,1.35114
291.306,1.20591
290.888,0.903432
290.657,0.161932
289.377,-3.32529
287.726,-0.50253
285.988,3.89381
286.12,4.34548
285.235,3.92695
286.037,1.83778
286.386,2.9205
286.495,0.570639
287.607,2.26705
287.193,1.2678
287.682,1.90676
287.832,1.96092
287.75,0.419071
287.454,1.28892
287.814,-0.491802
288.075,2.65861
287.804,2.46718
287.183,6.29566
287.69,2.40019
288.023,2.08386
290.329,-0.648623
292.341,-0.661526
293.269,-1.22205
293.898,-4.05742
294.306,-4.232
294.981,-6.1868
295.407,-6.7504
295.609,-4.06718
296.408,-7.66561
296.642,-8.64912
296.74,-8.58237
296.944,-8.60516
296.788,-10.1647
296.799,-10.8603
296.786,-12.5236
296.592,-9.2254
296.466,-6.60101
296.427,-6.9319
296.441,-3.50704
296.062,-1.37547
295.505,0.299905
295.117,1.82335
294.315,0.702231
293.076,-8.54E-02
292.172,-2.91077
289.911,1.24732
288.549,1.11259
288.763,2.42343
288.885,1.83715
289.078,2.23885
288.854,0.927926
289.592,3.23726
289.387,2.06987
290.195,0.666847
291.187,1.19161
291.516,-0.308402
291.959,1.42407
292.246,1.67323
292.426,1.11779
292.549,0.968067
292.806,1.12808
292.778,1.09514
292.903,0.896203
293.081,1.38406
292.958,2.25729
292.747,2.66881
292.569,1.87121
291.79,2.27854
293.325,0.816272
295.222,-1.3284
295.647,-3.40584
295.811,-4.56217
296.202,-6.15174
296.706,-7.85233
296.775,-7.36984
297.006,-6.48384
297.419,-8.45699
297.634,-7.29775
297.78,-6.2381
297.888,-1.87185
297.932,-0.92826
298.117,-1.3239
297.901,-1.58877
298.128,-2.41279
297.802,-1.32577
297.603,-0.989428
297.446,-0.22735
297.185,-0.645246
296.544,0.291869
295.511,1.0511
294.873,2.11322
294.639,1.47592
294.534,1.29562
294.1,2.30122
292.104,6.11124
290.474,7.82232
290.047,1.98916
290.195,7.37668
291.178,-1.20942
289.772,-6.82302
289.975,-0.583847
289.632,9.38807
288.446,12.7793
287.947,-4.54802
287.296,2.95452
289.59,1.12674
290.36,2.44242
291.841,1.63791
291.791,1.13341
290.972,0.778843
290.56,1.86774
291.111,3.28464
291.673,1.48363
292.182,2.02937
293.954,1.01834
294.13,0.544514
295.815,-1.43614
296.925,-2.00026
298.304,-1.73714
299.407,-1.80103
301.02,-0.974854
302.382,-0.510686
303.268,-0.628027
304.139,0.581855
304.502,1.40476
305.07,0.248565
305.048,0.388057
305.104,-1.45983
305.029,-1.55887
305.711,-1.37902
305.622,-1.33485
304.692,-1.37217
303.531,-0.497443
303.143,-0.466521
302.335,-0.104661
300.726,1.28129
299.844,1.7306
298.629,0.400215
296.915,-2.58E-02
294.02,-1.81482
292.9,-2.15259
292.148,1.77582
291.816,3.74106
290.393,0.830263
289.694,1.56402
289.109,-0.823628
288.52,0.294006
288.005,6.46037
288.218,2.7682
288.302,2.32436
288.273,2.9059
288.672,2.87463
289.679,1.39023
289.729,1.27123
291.774,0.644165
291.106,0.179884
290.989,12.6188
291.707,1.46884
290.765,2.9361
291.547,1.13269
292.867,1.03167
294.889,0.242546
296.607,-0.941896
298.38,-1.35893
300.042,-1.92771
301.707,-0.794065
302.514,1.32843
302.726,-0.19477
302.88,-0.828606
304.684,2.53891
306.77,5.61467
307.01,0.730912
306.901,-0.134889
307.452,-0.694776
307.027,0.103796
306.369,-3.25E-02
305.028,-4.51E-02
303.624,-0.200084
302.463,-3.44E-02
301.123,-0.771043
300.418,0.178082
299.184,1.04206
298.115,1.90862
296.037,4.49432
296.039,5.08927
297.022,-0.246547
296.157,0.673751
294.933,9.17609
293.753,-7.25452
293.251,-0.165436
293.758,-1.60051
294.068,2.71213
295.571,2.41199
295.932,1.38819
296.198,0.692629
295.978,0.787037
295.608,0.613678
295.486,0.864608
295.277,0.674715
295.294,0.457367
295.275,0.548213
295.204,0.511651
295.035,0.656845
294.967,0.598892
295.166,1.90836
295.028,1.61815
294.947,1.47216
295.781,0.980971
297.838,0.439461
299.488,-0.374313
301.216,0.150876
303.13,-0.765599
303.961,-1.95941
305.09,-0.993081
306.062,-0.778542
306.582,-0.482255
306.967,-0.287727
307.455,-0.469324
307.854,-0.319651
307.775,-0.421392
307.956,-0.101271
307.873,0.26915
308.042,-8.30E-02
308.08,-2.31E-02
307.602,0.17004
307.169,0.264977
307.087,0.751803
306.214,-0.215343
304.236,-7.00E-02
303.6,0.239487
303.644,1.53471
302.648,0.771297
300.229,-1.49E-02
299.281,0.154657
302.184,0.47205
303.434,-9.74E-02
300.932,0.815251
299.928,1.06421
299.504,2.50915
298.445,-9.74087
296.212,1.99227
295.653,-0.199127
297,-0.870418
296.357,-0.862857
295.221,-1.68102
293.433,-2.29756
291.702,15.0706
290.73,-0.543297
290.36,-9.25048
290.826,0.754881
290.546,5.0186
289.981,3.76898
289.658,1.65132
288.746,2.16777
288.893,0.960348
289.752,1.89662
293.265,2.55608
296.746,-1.23274
297.32,-5.78167
297.62,-7.4998
297.985,-9.88164
298.382,-10.2938
298.668,-8.26286
298.896,-9.68396
299.071,-7.25517
299.074,-6.1469
298.981,-7.81969
298.987,-9.09989
298.962,-9.80068
299.215,-7.39877
298.969,-5.73163
298.648,-5.11155
298.38,-3.73152
297.872,-1.79026
297.444,-1.5481
296.941,-0.838882
296.264,1.69221
295.881,2.5057
295.669,2.26489
295.611,2.03553
295.406,2.02695
295.062,2.17376
295.355,2.13668
295.321,2.19686
295.292,2.45799
295.117,2.386
294.986,2.14042
294.98,2.05442
294.95,2.03717
294.95,1.86701
294.854,2.09678
294.874,2.45117
294.836,2.35128
294.753,1.85563
294.888,1.90825
295.093,1.77908
294.822,1.40103
294.778,1.80109
294.816,1.75883
294.856,2.20413
294.799,2.61742
294.713,3.02087
294.614,2.94933
294.668,2.13368
294.915,0.994985
295.019,0.453403
295.113,-0.972904
295.321,-2.01714
295.507,-1.73499
295.658,-4.09725
295.712,-4.0565
295.817,-4.72309
295.935,-4.09691
296.358,-5.98024
296.449,-6.32494
296.369,-5.18514
296.233,-4.50104
296.486,-5.34389
296.189,-4.74815
296.221,-3.94287
296.042,-2.09129
295.892,-0.925325
295.701,0.174814
295.466,-0.273174
295.327,1.09468
295.278,1.19395
295.426,0.707482
295.398,0.834537
295.382,1.5776
295.434,0.662108
295.165,1.10499
294.812,1.6385
294.464,0.270025
294.773,0.645729
294.233,0.808814
292.698,1.0203
292.57,1.21187
292.288,0.77486
293.231,1.03741
293.241,0.187868
293.215,0.72754
293.705,2.09061
294.963,1.12677
295.095,0.757242
294.959,1.13154
294.561,1.13917
294.229,1.00417
293.821,1.44212
292.404,1.89894
291.632,2.30697
290.187,0.590348
290.667,0.800327
292.658,5.49E-03
295.428,-2.50409
296.157,-5.58256
296.231,-4.40677
296.077,-4.40723
296.779,-5.34359
296.785,-5.74543
296.878,-5.18613
297.099,-5.23126
297.162,-5.54346
297.193,-5.45915
297.457,-4.31995
297.744,-3.68255
297.944,-4.94703
297.816,-4.08885
297.563,-4.05927
297.433,-3.6161
296.701,-1.77919
296.565,-0.566063
296.254,-0.50054
295.974,0.45721
295.829,1.67585
295.848,1.36036
295.573,1.39478
295.08,1.76506
294.908,1.29993
294.8,1.58315
294.312,1.09894
293.851,1.05616
293.69,1.05304
294.389,1.10833
293.892,1.11611
294.304,1.82722
294.848,1.63482
294.256,1.55128
294.452,1.70907
294.345,1.54322
294.668,1.45562
294.985,1.5885
295.5,1.92091
295.791,1.67482
296.087,1.62806
296.027,1.62895
295.892,1.56519
295.85,2.69904
295.781,2.57413
295.833,2.55773
296,2.18197
296.185,1.59571
296.287,1.0734
296.419,0.444962
296.22,-0.268686
296.234,-0.901639
297.139,-2.4267
296.548,-2.8047
296.858,-6.51966
297.464,-7.91594
297.964,-5.68869
298.288,-7.42278
298.798,-6.95448
300.044,-6.41159
300.039,-7.35694
300.364,-5.00531
300.388,-3.69276
299.996,-2.95248
299.667,-2.49957
298.9,-1.11805
298.536,-1.41241
298.081,0.295521
297.939,1.21795
297.92,1.54084
297.878,1.3149
297.443,2.19987
297.152,2.52434
296.843,2.22176
297.135,2.56813
297.025,2.51556
297.056,2.18418
296.952,3.28981
297.271,1.2619
297.79,-3.06307
297.761,1.5181
298.315,-0.49818
301.838,-1.68769
300.197,1.50548
299.968,1.23464
299.51,0.359658
297.785,-0.85019
297.024,-3.58934
298.095,-3.1368
293.001,-4.20945
292.922,-3.55079
292.732,-5.5288
292.999,-7.71345
293.148,-8.59658
293.031,-6.78373
293.176,-6.85505
293.256,-4.02175
293.207,-3.43788
293.231,-3.55455
293.303,-1.57547
293.155,-0.299284
292.989,1.06406
292.858,0.530891
292.728,1.20014
292.5,1.00517
292.623,1.43076
292.521,1.08372
292.439,0.870598
292.55,1.17092
292.649,1.4651
292.773,1.51955
292.713,1.08601
292.54,1.39021
292.558,0.978037
292.479,1.09002
292.591,0.796661
292.612,0.795947
292.661,1.06734
292.598,0.860053
292.545,0.689831
292.529,0.695083
292.46,0.977862
292.463,0.86551
292.528,0.814548
292.428,0.75039
292.49,1.34677
292.456,0.950413
292.513,2.01716
292.425,2.00549
292.482,1.97745
292.48,2.01709
292.628,1.30879
292.87,0.751653
293.239,-0.406617
293.616,-2.17253
293.6,-1.03749
293.632,-1.44159
294.374,-4.23665
294.469,-3.0845
293.903,-1.50317
294.445,-3.86529
295.049,-6.87125
295.108,-6.66907
294.795,-6.01377
295.256,-7.62407
295.662,-8.00593
295.651,-7.33437
295.368,-4.84129
295.439,-1.33206
295.522,-0.345468
295.198,-0.257178
294.923,0.744052
294.699,0.964464
294.41,0.57562
294.336,0.511768
294.109,0.837599
293.923,1.01627
293.751,0.940937
293.706,0.807028
293.705,0.72946
293.737,0.7647
293.7,1.67137
293.604,1.06364
293.735,1.11288
293.633,1.05228
293.496,1.40011
293.449,0.940662
293.478,1.18598
293.494,1.14928
293.566,1.0302
293.624,0.99883
293.543,1.16204
293.643,0.745069
293.66,1.01093
293.579,1.45207
293.511,2.67513
293.478,2.7103
293.439,2.34565
293.447,1.83549
293.488,0.909073
293.836,0.215041
294.126,-1.6003
294.293,-2.21982
295.058,-3.74425
295.77,-5.91301
295.807,-5.4722
296.32,-6.64929
295.818,-3.63418
296.206,-5.19771
296.12,-2.82783
296.245,-2.92364
296.121,-1.52777
295.931,-1.24814
294.868,-1.79709
295.597,-3.52096
294.735,-2.68515
295.133,-2.9595
295.221,-1.37863
295.049,-6.31E-02
295.05,0.887813
294.843,1.13926
294.665,1.34033
294.661,0.718281
292.867,-0.348181
292.358,1.09857
292.271,1.37383
292.087,1.27718
292.921,-2.75715
294.281,1.57514
294.017,1.58783
293.815,1.79466
293.784,1.7756
293.711,1.45208
293.725,1.52653
293.604,1.17161
293.401,1.23273
293.321,1.11166
293.014,1.30536
293.035,1.19442
293.259,0.879743
293.203,0.700612
293.28,0.993566
293.508,0.857476
293.689,1.89132
293.343,1.55782
293.076,1.99147
293.185,1.33345
293.471,0.140707
293.947,-1.2901
294.539,-2.60385
294.993,-4.14347
295.568,-5.37071
296.173,-5.6847
296.529,-5.47747
296.833,-7.26715
297.075,-6.71964
297.545,-5.87629
297.448,-3.94304
296.953,-3.06164
297.813,-4.01412
298.105,-3.49948
297.58,-2.01348
297.569,-1.5191
297.447,-0.875828
297.346,0.544126
297.191,1.17181
296.922,0.332916
296.796,0.673204
296.578,0.719994
296.429,1.01124
296.524,0.767257
296.646,1.07577
296.774,0.998088
296.332,0.595226
295.932,0.894183
295.665,1.29586
295.587,1.18379
295.531,0.301662
295.522,0.691862
295.664,0.462167
295.811,0.759676
296.467,1.09099
296.49,1.0034
296.357,0.969954
296.186,0.949746
296.031,0.948507
296.163,1.21277
296.188,1.19383
296.23,0.770312
296.005,1.02006
295.759,0.941232
295.701,2.52835
295.888,2.54167
295.723,2.50961
295.373,1.69172
295.354,0.705645
295.928,-0.89678
296.184,-2.4629
296.092,-2.92777
296.088,-3.95222
292.789,-0.693672
297.141,-3.0093
295.043,-6.62875
294.255,-7.18667
296.702,10.4646
294.59,11.2731
293.42,10.0017
290.878,4.11324
290.744,2.21703
290.583,-1.64825
290.375,1.0581
290.339,2.40958
290.416,2.80037
290.119,-8.20715
289.325,-8.42E-02
289.579,1.65381
289.628,1.98973
289.716,2.23757
288.895,1.44543
288.899,1.75668
290.477,-0.966507
289.561,1.84195
289.697,1.78161
289.346,1.59957
289.23,1.88049
289.196,1.60491
289.214,1.07075
289.263,1.63669
289.069,1.56538
288.99,1.45166
288.88,1.43933
288.398,1.2336
286.816,1.79582
285.281,1.41791
287.302,2.3008
287.981,1.08172
288.037,1.63827
289.336,1.04558
290.273,-1.42949
290.77,-0.913837
291.269,-0.971292
292.067,-2.08834
291.751,-3.33279
291.313,-3.32927
292.427,-6.06047
292.146,-3.34619
292.12,-2.48345
292.231,-3.34309
292.949,-3.87649
293.115,-3.80983
292.868,-2.39882
293.066,-2.97831
292.751,-1.72983
292.22,-9.93E-02
292.288,0.380308
292.274,0.347917
292.121,0.681075
291.835,0.640745
291.656,0.736745
291.565,0.83652
291.446,0.904471
291.372,0.967574
291.211,1.15938
291.356,1.03691
291.437,1.0709
291.546,1.28526
291.62,1.32725
291.787,1.38264
291.949,1.56254
291.904,1.44539
292.052,1.42514
291.589,-0.724074
290.947,0.328855
291.158,0.679817
291.39,0.479406
292.034,5.31E-02
292.248,1.54384
292.16,1.55152
291.979,1.37705
291.803,1.37372
292.042,2.89998
292.04,3.1089
292.075,3.47686
292.215,2.64537
292.404,1.23655
292.64,1.02838
292.839,-0.871544
292.94,-0.601484
293.227,-0.986249
293.814,-2.41328
294.102,-3.28486
293.795,0.169217
293.701,-3.12599
293.395,-4.36895
293.449,-5.18629
294.472,-5.9373
294.914,-5.6754
294.79,-4.61247
294.174,-2.80939
295.261,5.85472
295.183,-1.92672
294.162,-0.356078
294.096,0.77581
293.874,-0.192413
293.779,0.932985
293.656,1.16615
293.759,1.06819
293.651,0.933363
293.388,1.33277
293.487,1.59767
293.192,0.697804
292.632,-0.387172
292.595,0.980066
292.747,0.670197
292.732,0.54421
292.599,1.05006
292.611,0.725347
294.363,3.36277
295.541,3.63072
292.926,0.375165
292.019,0.134268
291.913,0.44247
291.984,2.20444
291.852,0.880858
291.983,1.17854
292.299,2.82768
292.12,-1.33495
292.194,0.564387
292.171,1.05997
292.134,1.24E-02
292.379,-0.563962
292.676,-1.50997
293.813,4.94729
292.61,-4.12411
293.475,-4.37871
293.267,-3.93071
293.765,-2.15559
294.866,-1.11046
294.679,0.1261
294.399,-4.13477
293.91,-2.56688
293.147,-4.28905
292.7,-6.68978
293.065,-2.68892
293.426,-0.16633
293.605,-0.262687
293.808,-0.258654
293.867,0.609174
293.528,-0.113354
293.143,0.979798
293.048,1.14583
293.154,1.47313
292.995,1.27021
293.406,1.12
293.561,1.16437
293.516,1.38205
293.477,1.23878
293.398,1.34129
293.294,1.48198
293.159,1.62234
293.058,1.23271
