DOY,co2_flux,air_temperature,ET,ch4_flux,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
53.624,-9.10159,297.602,0.296322,-0.00846,,,,,
53.645,-11.2721,297.761,0.333492,0.0119,,,,,
53.666,-14.7101,297.182,0.521694,-0.0141,,,,,
53.687,-4.36415,297.226,0.161509,0.00623,,,,,
53.708,-5.76919,297.439,0.222623,0.008,,,,,
53.729,-2.92645,297.007,0.175661,0.00471,,,,,
53.749,-1.49751,296.897,0.196272,-0.0115,,,,,
53.77,-2.93828,296.644,0.208226,0.0308,,,,,
53.791,-1.21114,296.372,0.197943,0.0256,,,,,
53.812,-0.256925,295.861,0.13654,0.00879,,,,,
53.833,2.73968,295.509,0.115046,-0.0023,,,,,
53.854,4.31564,295.5,0.0975,0.00476,,,,,
53.874,4.31124,295.432,0.109413,-0.0185,,,,,
53.895,2.98398,295.276,0.118633,0.011,,,,,
53.916,2.96982,295.244,0.0761,-0.00987,,,,,
53.937,3.89869,294.99,0.067,-0.0355,,,,,
53.958,2.47044,294.597,0.0575,-0.00602,,,,,
53.979,3.8212,294.421,0.0488,0.000182,,,,,
54.0,4.32384,294.085,0.0316,-0.00996,,,,,
54.02,3.82532,293.881,0.0344,-0.0127,,,,,
54.041,4.94943,293.9,0.0517,0.0176,,,,,
54.062,3.11804,293.558,0.0457,-0.00252,,,,,
54.083,2.82734,293.332,0.046,-0.00704,,,,,
54.104,3.02743,293.168,0.0402,-0.0154,,,,,
54.125,2.9479,293.104,0.0354,-0.0159,,,,,
54.145,2.67125,293.055,0.0344,0.00783,,,,,
54.166,2.61087,293.141,0.0322,-0.00416,,,,,
54.187,2.94621,293.077,0.0316,0.00458,,,,,
54.208,2.46964,292.814,0.0344,0.00841,,,,,
54.229,2.58185,292.707,0.0324,0.0106,,,,,
54.25,3.52651,292.765,0.0259,-0.0118,,,,,
54.27,4.10783,292.961,0.0498,0.00029,,,,,
54.291,3.30986,292.778,0.0368,-0.00611,,,,,
54.312,2.24745,292.598,0.0319,-0.00162,,,,,
54.333,0.738221,293.184,0.0348,0.0155,,,,,
54.354,-1.0072,293.795,0.0686,0.0141,,,,,
54.374,-2.83142,294.314,0.110777,0.01,,,,,
54.395,-5.29419,295.081,0.146119,0.0108,,,,,
54.437,-8.72842,296.005,0.258278,0.0411,,,,,
54.458,-8.12129,296.074,0.257572,0.00912,,,,,
54.479,-6.70781,295.933,0.248315,0.0204,,,,,
54.499,-9.83509,296.781,0.335933,-0.0414,,,,,
54.52,-9.3737,297.167,0.352235,0.0129,,,,,
54.541,-9.43516,297.064,0.364106,0.00703,,,,,
54.562,-7.59726,296.742,0.290619,-0.035,,,,,
54.583,-9.2692,297.119,0.336221,-0.0169,,,,,
54.604,-9.24693,297.285,0.364492,0.00858,,,,,
54.624,-8.43811,297.259,0.265259,-0.0255,,,,,
54.645,-8.49484,296.984,0.296064,0.0194,,,,,
54.666,-7.54272,296.92,0.254325,0.0651,,,,,
54.687,-6.96853,296.813,0.222679,-0.150876,,,,,
54.708,-6.01401,296.923,0.188918,-0.0389,,,,,
54.729,-3.65561,296.2,0.127703,0.0211,,,,,
54.749,-5.46949,296.383,0.180926,-0.311897,,,,,
54.77,-3.74201,295.982,0.108683,0.0186,,,,,
54.791,-1.06526,295.329,0.0951,-0.0151,,,,,
54.812,-1.22921,294.946,0.043,-0.00473,,,,,
54.833,1.07933,294.754,0.0332,-0.011,,,,,
54.854,1.84027,294.123,0.0157,-0.0109,,,,,
54.874,2.25635,293.444,0.0152,0.00984,,,,,
54.895,1.51903,292.801,0.00161,-0.0143,,,,,
54.916,1.28484,292.764,-0.000169,-0.00748,,,,,
54.937,2.08784,293.436,0.00898,0.0112,,,,,
54.958,1.72527,294.026,0.0212,0.0955,,,,,
54.979,1.36487,293.702,0.00836,0.00397,,,,,
55.0,1.8659,293.718,0.0123,-0.0064,,,,,
55.02,1.88135,293.62,0.00946,0.0285,,,,,
55.041,1.94182,293.708,0.0195,-0.00807,,,,,
55.062,1.34893,293.711,0.00766,0.00197,,,,,
55.083,1.97057,293.142,0.00533,0.00293,,,,,
55.104,1.38287,293.773,0.018,-0.00383,,,,,
55.125,1.62203,291.83,0.0027,-0.00479,,,,,
55.145,1.57585,291.404,-0.000154,0.00255,,,,,
55.166,0.705825,291.458,-0.00316,-0.00306,,,,,
55.208,1.14958,291.1,0.00213,-0.00335,,,,,
55.229,0.986104,290.93,0.00627,-0.00237,,,,,
55.25,2.17111,291.198,0.0085,0.00268,,,,,
55.27,2.08508,291.038,0.00541,-0.00235,,,,,
55.291,1.80866,290.932,0.00328,0.00191,,,,,
55.312,1.60798,290.827,0.00268,0.00145,,,,,
55.333,0.928321,291.104,0.0035,0.00426,,,,,
55.354,-0.0626,291.861,0.016,0.00529,,,,,
55.374,-1.27288,292.595,0.0316,0.0322,,,,,
55.395,-2.04398,293.182,0.0395,0.0087,,,,,
55.416,-2.45887,293.65,0.0519,0.00766,,,,,
55.437,-5.02251,294.071,0.100876,0.0166,,,,,
55.458,-6.40997,294.717,0.144708,-0.00624,,,,,
55.479,-6.8179,295.652,0.214947,-0.000279,,,,,
55.499,-7.24118,296.443,0.308065,-0.00188,,,,,
55.52,-5.6531,296.758,0.287105,-0.0162,,,,,
55.541,-4.55234,296.97,0.237466,0.049,,,,,
55.562,-4.94683,297.13,0.244736,0.0372,,,,,
55.583,-5.16768,297.353,0.251256,0.00412,,,,,
55.604,-4.89438,297.7,0.247831,0.0209,,,,,
55.624,-5.70784,297.849,0.25516,0.0429,,,,,
55.645,-5.26758,297.753,0.229804,0.0422,,,,,
57.499,0.951639,295.416,0.196177,-0.00588,,,,,
57.52,-11.829,296.203,0.333667,-0.00339,,,,,
57.541,-10.9402,296.125,0.294836,-0.00216,,,,,
57.562,-10.5587,296.224,0.319939,-0.00844,,,,,
57.583,-12.5399,296.57,0.356436,0.00717,,,,,
57.604,-9.19839,296.312,0.260299,-0.0166,,,,,
57.624,-8.75966,296.361,0.248668,0.00276,,,,,
57.645,-7.58567,296.314,0.218705,0.00612,,,,,
57.666,-6.51053,296.592,0.183609,0.00304,,,,,
57.687,-6.22274,296.076,0.16376,0.00127,,,,,
57.708,-5.1272,296.232,0.137157,-0.00221,,,,,
57.729,-3.52955,295.917,0.0977,0.00249,,,,,
57.749,-2.95725,295.544,0.0888,0.006,,,,,
57.77,-4.0206,295.877,0.120184,0.019,,,,,
57.791,-3.11882,295.562,0.0989,-0.00519,,,,,
57.812,-1.63886,295.002,0.0473,0.0105,,,,,
57.833,0.828035,294.177,0.0137,0.0138,,,,,
57.854,1.7751,294.083,0.00481,0.00299,,,,,
57.874,1.56957,293.62,0.0037,-0.00284,,,,,
57.895,1.96055,293.083,-0.000721,0.000171,,,,,
57.916,1.83037,293.052,-0.00148,-0.0013,,,,,
57.937,1.02522,292.602,0.000169,-0.000348,,,,,
57.958,1.45816,291.714,-0.00257,-0.000411,,,,,
57.979,0.891858,291.53,-0.0024,0.00167,,,,,
58.0,1.02048,291.209,-0.00295,0.00167,,,,,
58.02,1.56789,288.188,-0.00149,-0.00159,,,,,
58.041,0.93729,288.734,-0.001,-0.000677,,,,,
58.062,0.429916,288.622,-0.000488,0.00318,,,,,
58.083,-0.619744,288.47,0.000146,-0.012,,,,,
58.104,-1.93855,287.959,0.003,-0.00866,,,,,
58.125,-0.111515,287.617,0.00111,0.00565,,,,,
58.145,-1.73568,287.792,0.00362,-0.00667,,,,,
58.166,0.375916,287.986,-0.00244,-0.0096,,,,,
58.187,1.59547,290.083,-0.00571,-0.00519,,,,,
58.208,1.94243,288.271,-0.00381,0.00109,,,,,
58.229,0.104439,289.34,-0.00051,0.00191,,,,,
58.25,-0.448751,288.54,0.00197,0.000308,,,,,
58.27,1.1579,291.025,0.000996,0.000334,,,,,
58.291,2.5884,292.202,0.00222,0.00116,,,,,
58.312,2.25681,293.169,0.0138,0.00109,,,,,
58.333,1.22447,293.305,0.0168,0.00111,,,,,
58.354,-0.495912,293.396,0.0313,0.000765,,,,,
58.374,-2.28171,293.642,0.0434,0.00213,,,,,
58.395,-3.72459,294.023,0.065,-0.000862,,,,,
58.416,-4.12785,294.328,0.0802,0.000727,,,,,
58.437,-6.05133,294.607,0.101792,0.000428,,,,,
58.458,-6.85064,294.982,0.122603,0.00229,,,,,
58.479,-5.90021,295.46,0.117305,-0.00658,,,,,
58.499,-5.19174,295.407,0.097,0.00532,,,,,
58.52,-3.68178,295.11,0.0797,-0.0017,,,,,
58.541,-2.55811,295.354,0.0593,0.00216,,,,,
58.562,-1.67723,295.745,0.0542,0.0132,,,,,
58.583,-1.52947,295.917,0.0496,-0.0132,,,,,
58.604,-2.57863,296.147,0.0591,-0.00687,,,,,
58.624,-2.21751,296.225,0.0565,-0.0245,,,,,
58.645,-1.88605,296.344,0.0451,0.0954,,,,,
58.666,-2.10397,296.602,0.0478,0.0429,,,,,
58.687,-2.44825,296.823,0.0564,0.0137,,,,,
58.708,-2.85934,296.837,0.056,-0.00794,,,,,
58.729,-4.22525,296.882,0.0772,-0.00451,,,,,
58.749,-2.75569,296.927,0.0549,-0.0492,,,,,
58.77,-1.0744,296.924,0.0342,-0.0848,,,,,
58.833,0.733301,296.328,0.00715,0.25599,,,,,
58.854,1.79524,295.808,0.00233,0.629367,,,,,
58.895,0.0264,294.112,-0.000655,0.243663,,,,,
58.916,0.902685,292.481,-0.000686,-0.240417,,,,,
58.937,1.27263,290.301,-0.00265,0.0107,,,,,
58.958,0.631969,289.682,-0.00219,-0.035,,,,,
58.979,0.995899,288.986,-0.00454,-0.000875,,,,,
59.0,0.982253,288.714,-0.00372,0.0314,,,,,
59.02,1.00234,288.896,-0.00428,-0.00158,,,,,
59.041,2.1407,288.749,-0.00535,0.0214,,,,,
59.062,0.483065,288.616,-0.00467,-0.00955,,,,,
59.083,2.57866,288.754,-0.00612,0.00315,,,,,
59.104,2.50176,289.483,-0.003,-0.00363,,,,,
59.125,0.762044,289.815,-0.00499,-0.00248,,,,,
59.145,1.54564,287.585,-0.00296,-0.000415,,,,,
59.166,3.23262,287.288,-0.00297,0.00697,,,,,
59.374,-0.809123,293.385,0.0339,-0.00235,,,,,
59.395,-1.96619,294.236,0.053,-0.00176,,,,,
59.437,-6.13517,295.914,0.176535,0.000368,,,,,
59.458,-4.40452,296.518,0.175461,-0.00623,,,,,
59.479,-3.77079,296.865,0.170527,-0.00308,,,,,
59.499,-3.82527,297.61,0.206272,-0.0285,,,,,
59.52,-3.24016,298.601,0.197831,-0.00701,,,,,
59.541,-2.77693,298.94,0.210093,-0.0231,,,,,
59.562,-3.42031,299.333,0.212553,0.00491,,,,,
59.583,-2.90297,299.736,0.220392,-0.0936,,,,,
59.604,-3.09602,299.702,0.212674,-0.0161,,,,,
59.624,-2.82794,299.903,0.222794,-0.018,,,,,
59.645,-3.14788,300.253,0.190397,-0.17484,,,,,
59.666,-3.48453,300.044,0.161039,-0.0242,,,,,
59.687,-3.67551,300.247,0.218037,0.0141,,,,,
59.708,-3.82173,300.444,0.204855,-0.0651,,,,,
59.729,-2.48253,300.185,0.120104,0.00764,,,,,
59.749,-1.85973,299.8,0.0732,0.00502,,,,,
59.77,-2.06767,299.885,0.093,-0.00833,,,,,
59.791,-0.442183,299.398,0.0489,-0.0134,,,,,
59.812,-0.631525,299.077,0.0264,-0.0154,,,,,
59.833,0.968412,298.575,-0.00525,0.00254,,,,,
59.854,1.53192,298.317,-0.0138,-0.0233,,,,,
59.874,1.74091,298.15,-0.00501,0.0247,,,,,
59.895,1.50983,297.943,-0.0129,0.00955,,,,,
59.916,1.09695,297.887,-0.0154,-0.0083,,,,,
59.937,1.34356,297.39,-0.0162,-0.0064,,,,,
59.958,0.921398,296.74,-0.01,-0.00584,,,,,
59.979,1.49315,296.718,-0.00794,-0.00418,,,,,
60.0,2.21516,297.261,-0.0242,-0.0119,,,,,
60.02,2.98892,297.426,-0.0218,-0.0141,,,,,
60.041,3.43143,297.263,-0.0333,0.012,,,,,
60.062,3.37206,296.984,-0.0282,0.00264,,,,,
60.083,3.05072,296.757,-0.0217,0.00285,,,,,
60.104,2.87697,296.719,0.0028,-0.0512,,,,,
60.125,2.63619,296.544,-0.00106,0.0284,,,,,
60.145,2.56943,296.436,0.0113,-0.101413,,,,,
60.166,2.58145,296.218,0.006,-0.0041,,,,,
60.187,2.23388,296.124,0.0119,0.0102,,,,,
60.208,2.53091,296.197,0.0155,-0.00438,,,,,
60.229,2.14757,296.423,0.0298,0.00782,,,,,
60.354,0.248814,295.619,0.0194,-0.00448,,,,,
60.374,-0.172059,295.858,0.0363,-0.00638,,,,,
60.395,-3.33158,296.641,0.0698,-0.0212,,,,,
60.416,-7.3965,297.196,0.155848,0.00367,,,,,
60.437,-8.09797,297.769,0.164,0.0128,,,,,
60.458,-12.4819,298.277,0.262131,0.0163,,,,,
60.479,-8.55592,297.667,0.195385,0.00748,,,,,
60.499,-11.7608,298.08,0.243998,0.00504,,,,,
60.52,-12.1455,297.913,0.249448,-0.00424,,,,,
60.541,-11.5501,297.925,0.233541,-0.00573,,,,,
60.562,-11.2803,298.238,0.253287,0.024,,,,,
60.583,-12.17,297.426,0.218516,-0.00381,,,,,
60.604,-11.1304,297.24,0.193008,-0.0108,,,,,
60.624,-9.87484,297.318,0.213485,-0.00177,,,,,
60.645,-9.63208,297.39,0.249285,-0.0138,,,,,
60.666,-10.5436,297.636,0.265295,0.00954,,,,,
60.687,-6.65051,297.228,0.248408,0.00428,,,,,
60.791,-0.146511,295.111,0.405814,-0.00393,,,,,
60.812,0.305544,294.883,0.31695,-0.00409,,,,,
60.833,2.78503,294.393,0.227513,0.0023,,,,,
60.854,3.53343,294.127,0.238022,-0.00768,,,,,
60.874,3.09054,294.062,0.198043,-0.0138,,,,,
60.895,3.2949,293.788,0.169599,-0.00378,,,,,
60.916,3.0922,293.638,0.109698,-0.00302,,,,,
60.937,2.60193,293.627,0.112074,0.00253,,,,,
60.958,2.76443,293.429,0.0929,-0.000457,,,,,
60.979,2.54291,293.419,0.0877,-0.00619,,,,,
61.0,2.47081,293.283,0.0719,0.00388,,,,,
61.02,2.31375,293.127,0.057,-0.00328,,,,,
61.041,2.66083,293.053,0.0596,0.00193,,,,,
61.062,2.95654,293.008,0.0782,0.12176,,,,,
61.083,2.59349,292.976,0.0819,-0.0196,,,,,
61.104,2.51404,292.72,0.0731,0.00473,,,,,
61.125,2.70681,292.926,0.0955,-0.00563,,,,,
61.145,2.43907,292.872,0.0652,-0.00545,,,,,
61.166,2.23037,292.754,0.0698,-0.00565,,,,,
61.187,2.09354,293.006,0.0995,0.000615,,,,,
61.208,2.4287,292.821,0.104215,0.00612,,,,,
61.229,2.20202,292.797,0.0804,0.00113,,,,,
61.25,3.52316,292.938,0.101104,-0.00315,,,,,
61.27,3.54362,292.845,0.0992,0.00676,,,,,
61.291,3.55646,292.83,0.0997,0.00649,,,,,
61.312,3.2199,292.787,0.0598,-0.00826,,,,,
61.333,2.79554,292.78,0.0842,-0.000382,,,,,
61.354,2.88616,292.821,0.0472,-0.0137,,,,,
61.374,0.590941,292.973,0.0606,0.00263,,,,,
61.395,-0.449644,293.278,0.113391,0.00277,,,,,
61.416,-2.31241,293.452,0.13242,0.00337,,,,,
61.437,-4.95185,293.78,0.150566,0.00532,,,,,
61.458,-3.60191,293.78,0.134577,-0.0103,,,,,
61.479,-2.92636,293.816,0.110438,-0.00346,,,,,
61.499,-2.39833,293.643,0.101293,-0.00151,,,,,
61.52,-6.80352,293.307,0.0399,0.000295,,,,,
61.541,-5.45906,294.091,0.128943,0.00071,,,,,
61.562,-5.59043,293.991,0.154271,0.00143,,,,,
61.583,-7.27311,294.443,0.169214,0.00167,,,,,
61.604,-6.4715,294.51,0.16873,0.00411,,,,,
61.624,-5.32419,294.374,0.165266,-0.00206,,,,,
61.645,-7.89032,294.75,0.187807,-0.00313,,,,,
61.666,-8.82016,295.4,0.217253,0.00287,,,,,
61.687,-8.13426,295.072,0.198886,-0.00121,,,,,
61.708,-6.15804,294.977,0.164422,0.00573,,,,,
61.729,-4.96115,294.735,0.130626,0.0027,,,,,
61.749,-4.89799,294.722,0.134767,-0.00198,,,,,
61.77,-3.01799,294.481,0.105229,0.00432,,,,,
61.812,-0.873405,293.889,0.0626,0.0153,,,,,
61.854,2.04183,293.007,0.0184,0.646265,,,,,
61.979,1.76192,293.362,0.0235,0.1082,,,,,
62.0,1.94087,293.454,0.0265,-0.567415,,,,,
62.02,1.85489,293.417,0.0269,0.372169,,,,,
62.041,1.92145,293.423,0.0293,0.000998,,,,,
62.062,2.461,293.347,0.0341,0.000257,,,,,
62.083,2.06495,293.431,0.0313,-0.000701,,,,,
62.104,1.91117,293.651,0.0366,-0.00497,,,,,
62.125,1.72847,293.751,0.0423,-0.00157,,,,,
62.145,1.49899,293.593,0.028,0.00336,,,,,
62.166,1.47901,293.646,0.0202,0.0126,,,,,
62.187,1.62912,293.512,0.025,-0.00241,,,,,
62.208,1.88768,293.433,0.0364,0.00454,,,,,
62.229,1.33523,293.437,0.00967,0.00471,,,,,
62.25,4.38118,293.231,-0.0425,0.00491,,,,,
62.27,2.6191,292.403,0.0144,-0.001,,,,,
62.333,-0.556097,292.648,0.0915,-0.00223,,,,,
62.354,1.78054,292.404,0.0377,-0.00242,,,,,
62.416,-1.56443,296.724,0.0847,-0.00244,,,,,
62.562,-10.2871,295.462,0.281335,-0.00606,,,,,
62.583,-8.10969,295.12,0.209608,0.00556,,,,,
62.604,-11.4252,295.801,0.335156,0.00928,,,,,
62.624,-10.9797,296.261,0.347629,-0.00566,,,,,
62.645,-8.92366,295.511,0.220456,-0.00133,,,,,
62.666,-7.15619,295.095,0.197438,-0.00218,,,,,
62.687,-6.55341,295.024,0.162783,0.00489,,,,,
62.708,-6.62381,295.159,0.147341,-0.00133,,,,,
62.729,-6.28078,295.269,0.161752,0.00205,,,,,
62.749,-4.57746,295.38,0.179114,-0.00428,,,,,
62.77,-1.44789,294.95,0.121484,-0.00147,,,,,
62.791,-0.796809,294.679,0.0876,-0.000778,,,,,
62.812,-1.09172,294.356,0.0978,-0.00193,,,,,
62.833,1.13311,294.188,0.0571,0.0028,,,,,
62.854,1.80453,294.002,0.0351,0.000401,,,,,
62.874,2.01534,294.043,0.0267,0.00137,,,,,
62.916,7.38573,299.096,0.0221,0.00134,,,,,
62.937,-4.52645,294.401,0.089,-0.00165,,,,,
63.166,1.18249,294.336,0.0238,-0.0257,,,,,
63.187,1.13733,294.29,0.0272,-0.00226,,,,,
63.208,1.52616,294.435,0.0339,0.00256,,,,,
63.229,1.16837,294.493,0.0232,0.000532,,,,,
63.25,2.68937,294.372,0.0362,0.0025,,,,,
63.27,2.90837,294.386,0.0348,-0.0008,,,,,
63.291,2.70323,294.32,0.0262,-0.00123,,,,,
63.312,3.31428,294.41,0.0269,0.00312,,,,,
63.333,3.32451,294.568,0.0296,-0.000897,,,,,
63.354,3.76037,294.741,0.0403,0.00155,,,,,
63.374,2.7726,294.929,0.034,0.0031,,,,,
63.416,1.99726,294.628,0.0516,-0.0842,,,,,
63.541,-6.93691,295.947,0.107695,-0.546632,,,,,
63.562,-1.63998,295.918,0.0746,0.0126,,,,,
63.583,-7.4618,296.192,0.225483,0.00129,,,,,
63.604,-6.44772,296.191,0.268805,0.00312,,,,,
63.624,-6.02588,296.307,0.124545,0.0021,,,,,
63.645,-8.72628,296.905,0.217491,0.0013,,,,,
63.666,-7.67645,296.766,0.176506,-0.00319,,,,,
63.687,-6.80633,296.853,0.154742,-0.0028,,,,,
63.708,-5.43492,296.709,0.140478,0.000926,,,,,
63.729,-2.25679,296.624,0.0816,-0.00201,,,,,
63.749,-1.99631,296.622,0.0859,0.00058,,,,,
63.77,-0.237295,296.552,0.0825,-0.00268,,,,,
63.791,1.48326,296.37,0.0487,-0.0035,,,,,
63.812,1.29629,296.345,0.0501,0.0173,,,,,
63.833,1.69624,296.263,0.0501,-0.00295,,,,,
63.874,1.5555,296.398,0.0499,0.483917,,,,,
63.958,5.70321,299.651,0.140712,-0.00449,,,,,
63.979,2.617,296.523,0.159662,-0.00638,,,,,
64.0,3.18435,294.14,0.119291,0.0086,,,,,
64.02,3.21955,293.68,0.110818,0.00122,,,,,
64.041,3.02685,293.635,0.107064,0.00599,,,,,
64.062,3.21052,293.515,0.12497,0.0124,,,,,
64.083,3.48055,293.382,0.155619,0.00496,,,,,
64.104,3.01795,293.406,0.132013,-0.00467,,,,,
64.125,2.87754,293.766,0.151358,0.00526,,,,,
64.145,2.73385,293.653,0.118267,-0.00261,,,,,
64.166,2.7043,293.772,0.12077,-0.00477,,,,,
64.187,2.47477,293.737,0.0928,0.0124,,,,,
64.208,2.37619,293.91,0.120022,-0.00536,,,,,
64.229,1.91137,293.908,0.115733,-0.00515,,,,,
64.25,3.89451,293.634,0.0873,0.00269,,,,,
64.27,2.15865,293.76,0.0984,0.00174,,,,,
64.291,3.04827,293.905,0.101505,-0.00164,,,,,
64.312,-0.177261,293.564,0.173033,0.000843,,,,,
64.333,2.5976,293.245,0.112434,0.00266,,,,,
64.354,1.80651,293.418,0.116325,-0.00145,,,,,
64.374,1.07595,293.505,0.0856,0.00208,,,,,
64.395,-0.445574,293.499,0.100299,0.00112,,,,,
64.416,-1.52594,293.891,0.105781,-0.00284,,,,,
64.437,-2.27797,294.149,0.127907,0.00224,,,,,
64.458,-2.40326,294.292,0.109327,0.00478,,,,,
64.479,-3.63484,294.549,0.115697,-0.00396,,,,,
64.499,-5.42534,295.156,0.162803,0.0113,,,,,
64.52,-6.7066,295.169,0.173673,-0.00196,,,,,
64.541,-6.81989,294.635,0.181458,0.000243,,,,,
64.562,-5.03873,294.522,0.158858,-0.00409,,,,,
64.583,-8.98052,295.535,0.240138,0.0034,,,,,
64.604,-11.2681,295.723,0.308609,0.00685,,,,,
64.624,-10.4,295.742,0.280886,-0.00574,,,,,
64.645,-7.17186,294.801,0.191537,-0.00522,,,,,
64.666,-8.26019,295.581,0.206662,0.00272,,,,,
64.687,-8.35509,295.535,0.232291,0.00361,,,,,
64.708,-5.75998,295.12,0.165896,0.00639,,,,,
64.729,-5.1667,294.987,0.176672,-0.00553,,,,,
64.749,-3.11434,294.764,0.157923,0.00188,,,,,
64.77,-2.31404,294.635,0.118424,-0.00227,,,,,
64.791,-0.987732,294.459,0.10856,7.82e-05,,,,,
64.812,-0.527447,294.219,0.079,0.00202,,,,,
64.833,1.05174,294.076,0.0689,-0.00426,,,,,
64.854,1.69459,293.946,0.0723,0.00218,,,,,
64.874,1.48458,293.853,0.0557,0.00579,,,,,
64.895,1.76743,293.815,0.0534,0.000779,,,,,
64.916,1.89428,293.438,0.0402,0.00309,,,,,
64.937,1.85227,293.327,0.0389,-0.00114,,,,,
64.958,1.80059,293.4,0.0493,0.00642,,,,,
64.979,1.99557,293.268,0.0326,0.0015,,,,,
65.0,1.8298,293.142,0.0282,-0.00136,,,,,
65.02,1.98579,293.183,0.0396,0.000784,,,,,
65.041,2.0477,293.186,0.0264,-0.00204,,,,,
65.062,1.99536,293.21,0.0334,0.01,,,,,
65.083,1.56868,293.116,0.0274,0.00453,,,,,
65.104,1.60257,293.083,0.0246,0.0071,,,,,
65.125,1.5901,292.951,0.0264,0.00418,,,,,
65.145,1.88517,292.925,0.0206,0.00317,,,,,
65.166,2.06501,293.036,0.0279,0.00547,,,,,
65.187,1.93546,293.038,0.0275,-0.00418,,,,,
65.208,1.63677,292.943,0.0183,-0.00191,,,,,
65.229,1.48224,292.969,0.0164,0.0062,,,,,
65.25,1.46081,292.999,0.0146,-0.00179,,,,,
65.27,2.35582,292.969,0.0104,-0.000446,,,,,
65.291,2.60955,292.938,0.0114,-0.00201,,,,,
65.312,2.20035,293.071,0.0116,-0.000663,,,,,
65.333,1.14273,292.808,0.00497,-0.00207,,,,,
65.354,-0.55764,293.484,0.0251,0.00401,,,,,
65.374,-2.31059,294.772,0.0648,-0.00512,,,,,
65.416,-5.50811,295.462,0.120097,-0.0126,,,,,
65.437,-4.1123,295.77,0.110418,0.0151,,,,,
65.458,-3.96929,296.127,0.134565,0.000227,,,,,
65.479,-3.90711,296.622,0.154189,-0.00339,,,,,
65.499,-4.60587,297.064,0.158111,0.0169,,,,,
65.52,-5.68597,297.582,0.20091,-0.0211,,,,,
65.541,-5.71944,297.979,0.205345,-0.004,,,,,
65.562,-5.97186,297.832,0.178387,-0.016,,,,,
65.583,-5.8104,298.149,0.20326,-0.0142,,,,,
65.604,-8.57768,298.432,0.277084,-0.0718,,,,,
65.624,-8.15002,298.367,0.222981,-0.387858,,,,,
65.666,-7.25549,297.922,0.164321,0.233819,,,,,
65.687,-6.46045,297.882,0.13699,0.0719,,,,,
65.749,-3.81151,297.262,0.068,0.12877,,,,,
65.77,-2.80324,296.87,0.0578,0.0626,,,,,
65.812,-0.410223,296.186,0.0139,-0.560091,,,,,
65.854,0.83715,295.758,-0.00573,-0.300529,,,,,
65.937,1.32924,294.507,-0.00671,0.0234,,,,,
65.958,1.2041,293.302,-0.00704,-0.0042,,,,,
65.979,0.710147,292.873,-0.00474,0.00203,,,,,
66.0,-0.717701,292.324,0.00176,-0.0128,,,,,
66.02,-1.49454,290.383,0.00286,0.0249,,,,,
66.041,13.4152,289.506,-0.0204,0.0239,,,,,
66.062,3.53221,288.53,-0.00539,-0.0354,,,,,
66.083,-5.25374,288.534,-0.0106,0.0014,,,,,
66.104,-8.68034,287.744,-0.00053,-0.00222,,,,,
66.125,0.461726,287.648,-0.0038,0.0114,,,,,
66.145,9.59031,287.237,-0.00585,0.00726,,,,,
66.187,-5.65106,287.195,-0.0106,-0.000938,,,,,
66.208,-6.65841,286.275,-0.00627,-0.00376,,,,,
66.229,2.21914,285.796,-0.00153,0.00172,,,,,
66.25,2.37399,286.208,-0.00499,0.0104,,,,,
66.291,0.209864,286.049,-0.00263,-0.0062,,,,,
66.354,-0.747143,291.429,0.000618,0.0057,,,,,
66.374,-2.30473,293.056,0.00745,0.0046,,,,,
66.395,-3.60898,294.463,0.025,-0.00212,,,,,
66.416,-3.72834,295.079,0.0322,-0.00331,,,,,
66.437,-3.58235,295.825,0.0381,-0.00625,,,,,
66.458,-6.62098,296.607,0.0649,0.0159,,,,,
66.479,-6.15397,297.723,0.0634,-0.0159,,,,,
66.499,-4.49052,299.218,0.0932,-0.0103,,,,,
66.52,-2.68396,300.922,0.133105,-0.0564,,,,,
66.541,-2.14036,302.52,0.140111,-0.0396,,,,,
66.583,-1.75781,303.903,0.149742,-0.0269,,,,,
66.624,-5.41177,303.151,0.217748,0.130606,,,,,
66.645,-5.10788,302.673,0.221584,0.273546,,,,,
66.666,-2.64973,303.169,0.18259,-0.0798,,,,,
66.687,-2.39488,301.599,0.0923,-0.0725,,,,,
66.708,-2.44713,300.078,0.0848,0.0761,,,,,
66.791,-1.86448,298.747,0.0194,-0.0847,,,,,
66.833,1.4257,297.494,-0.0137,-0.482744,,,,,
66.854,1.51036,297.263,-0.012,0.0232,,,,,
66.874,1.5822,297.398,-0.0114,0.00945,,,,,
66.895,1.59772,297.477,-0.00991,0.0198,,,,,
66.916,1.47703,297.452,-0.00886,-0.0336,,,,,
66.937,1.23856,297.24,-0.00734,-0.0229,,,,,
66.958,1.06121,296.834,-0.0041,-0.0938,,,,,
66.979,1.00534,296.349,-0.00132,0.14571,,,,,
67.0,-0.1406,295.674,-0.000625,-0.45711,,,,,
67.02,2.42434,296.96,-0.011,0.0611,,,,,
67.041,1.84814,296.984,-0.00906,0.0044,,,,,
67.062,2.40892,296.534,-0.0131,0.0281,,,,,
67.083,2.0637,296.204,-0.0126,0.000636,,,,,
67.104,1.43956,295.994,-0.00627,0.00389,,,,,
